claw length cm,endangered,size cm,specie,sub specie,tail length cm,weight kg
7.657,least concern,64.93,two toed,Linnaeus’s two toed sloth,1.184,6.64
8.423,least concern,65.929,two toed,Linnaeus’s two toed sloth,1.961,5.294
6.797,least concern,66.507,two toed,Linnaeus’s two toed sloth,0.783,5.832
8.706,least concern,66.044,two toed,Linnaeus’s two toed sloth,1.274,6.256
8.602,least concern,65.126,two toed,Linnaeus’s two toed sloth,1.464,5.671
8.288,least concern,66.989,two toed,Linnaeus’s two toed sloth,0.56,6.376
9.131,least concern,66.284,two toed,Linnaeus’s two toed sloth,0.259,6.419
7.465,least concern,65.615,two toed,Linnaeus’s two toed sloth,0.288,7.2
9.307,least concern,65.438,two toed,Linnaeus’s two toed sloth,1.188,6.446
7.438,least concern,64.959,two toed,Linnaeus’s two toed sloth,2.193,5.616
9.127,least concern,67.035,two toed,Linnaeus’s two toed sloth,1.007,6.587
8.58,least concern,66.695,two toed,Linnaeus’s two toed sloth,0.89,5.196
9.012,least concern,66.543,two toed,Linnaeus’s two toed sloth,0.445,6.642
8.402,least concern,64.537,two toed,Linnaeus’s two toed sloth,1.539,6.797
8.593,least concern,66.82,two toed,Linnaeus’s two toed sloth,0.797,5.018
9.892,least concern,64.736,two toed,Linnaeus’s two toed sloth,0.219,5.37
8.975,least concern,67.149,two toed,Linnaeus’s two toed sloth,1.443,5.799
9.976,least concern,63.851,two toed,Linnaeus’s two toed sloth,2.296,4.783
9.97,least concern,64.62,two toed,Linnaeus’s two toed sloth,0.654,7.411
8.535,least concern,66.268,two toed,Linnaeus’s two toed sloth,0.643,7.892
9.329,least concern,67.79,two toed,Linnaeus’s two toed sloth,1.129,6.879
10.168,least concern,67.787,two toed,Linnaeus’s two toed sloth,0.779,5.591
9.673,least concern,68.038,two toed,Linnaeus’s two toed sloth,1.295,6.692
9.48,least concern,65.972,two toed,Linnaeus’s two toed sloth,1.07,6.278
8.423,least concern,65.994,two toed,Linnaeus’s two toed sloth,0.359,6.507
9.091,least concern,66.604,two toed,Linnaeus’s two toed sloth,1.833,5.296
9.268,least concern,66.515,two toed,Linnaeus’s two toed sloth,1.465,6.368
8.391,least concern,66.532,two toed,Linnaeus’s two toed sloth,0.371,5.036
8.482,least concern,68.752,two toed,Linnaeus’s two toed sloth,0.316,5.548
8.94,least concern,65.099,two toed,Linnaeus’s two toed sloth,1.026,6.383
10.276,least concern,66.304,two toed,Linnaeus’s two toed sloth,0.306,4.901
8.783,least concern,66.843,two toed,Linnaeus’s two toed sloth,2.893,7.75
7.919,least concern,66.259,two toed,Linnaeus’s two toed sloth,0.424,7.15
9.471,least concern,66.085,two toed,Linnaeus’s two toed sloth,0.307,6.261
9.198,least concern,67.249,two toed,Linnaeus’s two toed sloth,1.512,5.35
7.818,least concern,66.799,two toed,Linnaeus’s two toed sloth,1.88,6.964
8.408,least concern,65.782,two toed,Linnaeus’s two toed sloth,2.652,5.081
9.729,least concern,68.76,two toed,Linnaeus’s two toed sloth,0.988,4.609
9.914,least concern,65.955,two toed,Linnaeus’s two toed sloth,0.483,6.703
8.88,least concern,66.947,two toed,Linnaeus’s two toed sloth,0.872,7.032
7.061,least concern,66.645,two toed,Linnaeus’s two toed sloth,1.838,7.006
8.039,least concern,65.213,two toed,Linnaeus’s two toed sloth,1.046,4.3
9.396,least concern,65.724,two toed,Linnaeus’s two toed sloth,2.657,5.538
11.152,least concern,66.117,two toed,Linnaeus’s two toed sloth,0.625,5.661
10.861,least concern,67.874,two toed,Linnaeus’s two toed sloth,0.336,7.718
7.64,least concern,65.648,two toed,Linnaeus’s two toed sloth,0.599,5.746
8.836,least concern,66.666,two toed,Linnaeus’s two toed sloth,2.168,6.487
8.302,least concern,67.385,two toed,Linnaeus’s two toed sloth,0.327,4.22
9.108,least concern,66.535,two toed,Linnaeus’s two toed sloth,0.863,5.758
7.808,least concern,65.556,two toed,Linnaeus’s two toed sloth,0.968,7.711
8.55,least concern,66.242,two toed,Linnaeus’s two toed sloth,0.435,6.741
9.979,least concern,66.607,two toed,Linnaeus’s two toed sloth,2.644,4.842
8.724,least concern,65.016,two toed,Linnaeus’s two toed sloth,2.066,6.683
9.336,least concern,65.765,two toed,Linnaeus’s two toed sloth,0.657,5.473
7.282,least concern,68.526,two toed,Linnaeus’s two toed sloth,2.136,7.165
8.644,least concern,67.89,two toed,Linnaeus’s two toed sloth,0.287,5.712
10.702,least concern,67.146,two toed,Linnaeus’s two toed sloth,1.67,3.552
8.118,least concern,66.355,two toed,Linnaeus’s two toed sloth,0.873,4.538
10.463,least concern,66.716,two toed,Linnaeus’s two toed sloth,0.787,6.388
6.784,least concern,67.337,two toed,Linnaeus’s two toed sloth,1.725,5.532
7.789,least concern,65.906,two toed,Linnaeus’s two toed sloth,0.278,5.965
8.556,least concern,64.746,two toed,Linnaeus’s two toed sloth,1.622,6.37
9.412,least concern,65.885,two toed,Linnaeus’s two toed sloth,2.695,7.899
8.338,least concern,65.745,two toed,Linnaeus’s two toed sloth,1.496,5.7
7.944,least concern,66.293,two toed,Linnaeus’s two toed sloth,0.471,5.499
12.171,least concern,64.095,two toed,Linnaeus’s two toed sloth,0.861,6.881
8.036,least concern,65.196,two toed,Linnaeus’s two toed sloth,1.892,5.801
9.881,least concern,66.475,two toed,Linnaeus’s two toed sloth,0.479,6.282
9.339,least concern,66.262,two toed,Linnaeus’s two toed sloth,2.338,7.283
9.141,least concern,66.529,two toed,Linnaeus’s two toed sloth,0.644,7.006
8.653,least concern,65.191,two toed,Linnaeus’s two toed sloth,1.07,7.487
8.265,least concern,65.238,two toed,Linnaeus’s two toed sloth,2.468,7.324
9.153,least concern,66.405,two toed,Linnaeus’s two toed sloth,0.286,5.82
8.593,least concern,66.267,two toed,Linnaeus’s two toed sloth,0.963,5.487
8.988,least concern,65.164,two toed,Linnaeus’s two toed sloth,1.819,5.58
8.582,least concern,65.917,two toed,Linnaeus’s two toed sloth,1.453,6.578
9.979,least concern,64.783,two toed,Linnaeus’s two toed sloth,1.295,5.008
11.104,least concern,66.964,two toed,Linnaeus’s two toed sloth,1.504,5.657
7.596,least concern,64.798,two toed,Linnaeus’s two toed sloth,0.55,7.158
8.842,least concern,64.825,two toed,Linnaeus’s two toed sloth,2.509,6.182
10.081,least concern,65.797,two toed,Linnaeus’s two toed sloth,0.889,7.709
9.095,least concern,65.107,two toed,Linnaeus’s two toed sloth,1.357,7.538
8.349,least concern,65.289,two toed,Linnaeus’s two toed sloth,0.611,5.999
11.412,least concern,67.5,two toed,Linnaeus’s two toed sloth,0.867,5.038
9.37,least concern,65.489,two toed,Linnaeus’s two toed sloth,0.544,6.746
9.015,least concern,66.582,two toed,Linnaeus’s two toed sloth,0.773,6.456
7.086,least concern,65.531,two toed,Linnaeus’s two toed sloth,1.336,7.029
9.071,least concern,66.125,two toed,Linnaeus’s two toed sloth,0.733,7.361
6.58,least concern,65.56,two toed,Linnaeus’s two toed sloth,0.859,7.862
7.933,least concern,66.523,two toed,Linnaeus’s two toed sloth,0.815,6.622
10.354,least concern,64.546,two toed,Linnaeus’s two toed sloth,0.34,6.543
10.1,least concern,66.124,two toed,Linnaeus’s two toed sloth,0.729,7.594
8.288,least concern,65.822,two toed,Linnaeus’s two toed sloth,0.49,6.023
9.808,least concern,66.032,two toed,Linnaeus’s two toed sloth,1.42,5.832
8.693,least concern,65.16,two toed,Linnaeus’s two toed sloth,1.974,6.848
9.858,least concern,65.517,two toed,Linnaeus’s two toed sloth,0.509,6.172
8.542,least concern,67.751,two toed,Linnaeus’s two toed sloth,0.428,7.579
9.97,least concern,67.355,two toed,Linnaeus’s two toed sloth,0.519,5.467
9.214,least concern,65.352,two toed,Linnaeus’s two toed sloth,0.622,5.269
8.228,least concern,65.422,two toed,Linnaeus’s two toed sloth,1.799,5.602
9.414,least concern,66.968,two toed,Linnaeus’s two toed sloth,0.964,5.949
8.522,least concern,67.527,two toed,Linnaeus’s two toed sloth,0.719,6.542
9.194,least concern,66.862,two toed,Linnaeus’s two toed sloth,0.215,6.753
9.726,least concern,65.193,two toed,Linnaeus’s two toed sloth,0.234,5.434
10.375,least concern,67.889,two toed,Linnaeus’s two toed sloth,0.842,7.257
8.089,least concern,66.592,two toed,Linnaeus’s two toed sloth,0.635,6.654
9.023,least concern,66.237,two toed,Linnaeus’s two toed sloth,0.954,5.72
7.979,least concern,65.537,two toed,Linnaeus’s two toed sloth,0.454,6.917
8.655,least concern,66.64,two toed,Linnaeus’s two toed sloth,1.561,7.573
11.024,least concern,65.276,two toed,Linnaeus’s two toed sloth,0.567,7.92
8.111,least concern,67.015,two toed,Linnaeus’s two toed sloth,1.429,7.226
9.754,least concern,64.747,two toed,Linnaeus’s two toed sloth,0.576,5.764
10.278,least concern,64.969,two toed,Linnaeus’s two toed sloth,1.163,7.306
9.203,least concern,66.469,two toed,Linnaeus’s two toed sloth,1.353,7.214
8.003,least concern,65.033,two toed,Linnaeus’s two toed sloth,0.88,7.618
9.701,least concern,67.449,two toed,Linnaeus’s two toed sloth,1.28,6.124
8.82,least concern,65.313,two toed,Linnaeus’s two toed sloth,1.05,6.652
9.414,least concern,67.559,two toed,Linnaeus’s two toed sloth,0.234,5.84
9.405,least concern,67.426,two toed,Linnaeus’s two toed sloth,1.402,6.477
8.204,least concern,67.105,two toed,Linnaeus’s two toed sloth,1.261,6.963
9.475,least concern,64.326,two toed,Linnaeus’s two toed sloth,1.717,6.169
8.382,least concern,65.815,two toed,Linnaeus’s two toed sloth,1.637,6.918
8.148,least concern,66.526,two toed,Linnaeus’s two toed sloth,0.467,6.827
10.874,least concern,63.96,two toed,Linnaeus’s two toed sloth,0.403,7.102
7.746,least concern,64.751,two toed,Linnaeus’s two toed sloth,0.766,5.107
9.13,least concern,66.646,two toed,Linnaeus’s two toed sloth,0.302,8.751
9.751,least concern,67.83,two toed,Linnaeus’s two toed sloth,0.667,5.642
8.242,least concern,66.001,two toed,Linnaeus’s two toed sloth,1.024,6.923
7.13,least concern,65.979,two toed,Linnaeus’s two toed sloth,1.817,5.927
9.576,least concern,67.022,two toed,Linnaeus’s two toed sloth,1.213,6.321
9.615,least concern,64.785,two toed,Linnaeus’s two toed sloth,0.442,5.495
10.197,least concern,66.171,two toed,Linnaeus’s two toed sloth,0.955,6.243
8.174,least concern,65.952,two toed,Linnaeus’s two toed sloth,0.453,6.844
9.998,least concern,66.89,two toed,Linnaeus’s two toed sloth,1.07,7.284
8.908,least concern,64.462,two toed,Linnaeus’s two toed sloth,0.222,5.382
8.298,least concern,65.42,two toed,Linnaeus’s two toed sloth,0.998,6.048
7.269,least concern,66.578,two toed,Linnaeus’s two toed sloth,0.261,8.115
9.21,least concern,66.306,two toed,Linnaeus’s two toed sloth,0.457,5.806
9.994,least concern,67.406,two toed,Linnaeus’s two toed sloth,0.762,6.49
8.497,least concern,65.867,two toed,Linnaeus’s two toed sloth,0.614,6.427
10.274,least concern,65.51,two toed,Linnaeus’s two toed sloth,1.351,4.541
8.915,least concern,65.585,two toed,Linnaeus’s two toed sloth,1.493,7.12
8.94,least concern,66.693,two toed,Linnaeus’s two toed sloth,2.074,6.35
9.925,least concern,67.298,two toed,Linnaeus’s two toed sloth,0.209,8.017
9.157,least concern,65.694,two toed,Linnaeus’s two toed sloth,0.971,6.121
8.784,least concern,65.115,two toed,Linnaeus’s two toed sloth,0.507,6.364
7.088,least concern,68.444,two toed,Linnaeus’s two toed sloth,0.829,7.459
8.877,least concern,64.646,two toed,Linnaeus’s two toed sloth,0.244,6.681
9.611,least concern,66.939,two toed,Linnaeus’s two toed sloth,0.401,7.895
10.113,least concern,65.916,two toed,Linnaeus’s two toed sloth,1.294,6.816
10.162,least concern,65.184,two toed,Linnaeus’s two toed sloth,0.728,6.961
11.031,least concern,64.703,two toed,Linnaeus’s two toed sloth,2.333,4.985
5.579,least concern,61.937,two toed,Hoffman’s two toed sloth,1.963,4.922
5.342,least concern,63.655,two toed,Hoffman’s two toed sloth,2.049,5.819
6.67,least concern,63.755,two toed,Hoffman’s two toed sloth,1.982,5.627
3.702,least concern,62.912,two toed,Hoffman’s two toed sloth,1.87,5.239
4.577,least concern,61.706,two toed,Hoffman’s two toed sloth,2.833,5.472
5.996,least concern,63.473,two toed,Hoffman’s two toed sloth,2.502,4.177
5.674,least concern,63.95,two toed,Hoffman’s two toed sloth,1.939,6.957
5.03,least concern,64.051,two toed,Hoffman’s two toed sloth,2.655,5.796
5.744,least concern,61.734,two toed,Hoffman’s two toed sloth,1.93,5.178
5.17,least concern,62.108,two toed,Hoffman’s two toed sloth,1.029,8.323
6.478,least concern,63.068,two toed,Hoffman’s two toed sloth,0.695,7.13
6.592,least concern,63.355,two toed,Hoffman’s two toed sloth,2.526,6.225
4.85,least concern,61.954,two toed,Hoffman’s two toed sloth,2.078,6.378
4.438,least concern,62.297,two toed,Hoffman’s two toed sloth,1.983,5.79
5.117,least concern,63.979,two toed,Hoffman’s two toed sloth,2.72,5.78
7.402,least concern,63.387,two toed,Hoffman’s two toed sloth,1.747,6.646
4.335,least concern,63.397,two toed,Hoffman’s two toed sloth,0.597,6.098
6.65,least concern,62.422,two toed,Hoffman’s two toed sloth,2.479,4.685
6.354,least concern,63.951,two toed,Hoffman’s two toed sloth,1.745,4.907
5.313,least concern,61.671,two toed,Hoffman’s two toed sloth,1.612,4.49
6.178,least concern,61.785,two toed,Hoffman’s two toed sloth,2.403,6.334
5.335,least concern,61.773,two toed,Hoffman’s two toed sloth,2.827,3.962
6.553,least concern,62.327,two toed,Hoffman’s two toed sloth,3.268,6.224
6.617,least concern,61.303,two toed,Hoffman’s two toed sloth,1.462,5.949
5.351,least concern,60.225,two toed,Hoffman’s two toed sloth,3.639,3.735
5.384,least concern,61.231,two toed,Hoffman’s two toed sloth,1.557,5.421
3.882,least concern,61.476,two toed,Hoffman’s two toed sloth,2.222,3.975
6.235,least concern,62.678,two toed,Hoffman’s two toed sloth,2.816,5.041
4.689,least concern,64.691,two toed,Hoffman’s two toed sloth,1.68,6.559
3.995,least concern,61.184,two toed,Hoffman’s two toed sloth,2.803,4.711
6.721,least concern,64.064,two toed,Hoffman’s two toed sloth,2.637,4.977
6.866,least concern,62.937,two toed,Hoffman’s two toed sloth,2.583,6.096
6.297,least concern,63.03,two toed,Hoffman’s two toed sloth,2.344,4.591
5.726,least concern,62.187,two toed,Hoffman’s two toed sloth,3.08,5.98
8.054,least concern,65.801,two toed,Hoffman’s two toed sloth,2.597,4.659
5.299,least concern,63.077,two toed,Hoffman’s two toed sloth,4.872,5.228
7.141,least concern,62.705,two toed,Hoffman’s two toed sloth,2.921,3.942
4.654,least concern,63.477,two toed,Hoffman’s two toed sloth,2.838,3.769
6.474,least concern,63.247,two toed,Hoffman’s two toed sloth,3.204,4.896
6.543,least concern,62.709,two toed,Hoffman’s two toed sloth,1.754,5.306
7.349,least concern,63.248,two toed,Hoffman’s two toed sloth,3.139,4.679
4.624,least concern,63.182,two toed,Hoffman’s two toed sloth,1.005,6.121
6.496,least concern,62.364,two toed,Hoffman’s two toed sloth,2.731,6.544
6.524,least concern,62.495,two toed,Hoffman’s two toed sloth,1.685,4.224
6.546,least concern,63.624,two toed,Hoffman’s two toed sloth,2.675,5.194
5.692,least concern,63.163,two toed,Hoffman’s two toed sloth,2.349,5.707
5.42,least concern,60.827,two toed,Hoffman’s two toed sloth,3.483,5.188
7.269,least concern,62.622,two toed,Hoffman’s two toed sloth,3.031,4.715
4.184,least concern,61.314,two toed,Hoffman’s two toed sloth,3.394,5.453
5.346,least concern,61.614,two toed,Hoffman’s two toed sloth,1.997,5.217
3.678,least concern,62.699,two toed,Hoffman’s two toed sloth,0.665,5.972
4.968,least concern,62.593,two toed,Hoffman’s two toed sloth,1.269,6.074
6.672,least concern,64.459,two toed,Hoffman’s two toed sloth,3.238,6.877
5.742,least concern,63.604,two toed,Hoffman’s two toed sloth,0.751,5.534
5.617,least concern,61.211,two toed,Hoffman’s two toed sloth,1.736,4.876
6.197,least concern,62.472,two toed,Hoffman’s two toed sloth,3.571,5.294
4.672,least concern,62.422,two toed,Hoffman’s two toed sloth,1.674,6.291
6.879,least concern,64.256,two toed,Hoffman’s two toed sloth,1.158,5.253
7.648,least concern,62.989,two toed,Hoffman’s two toed sloth,1.985,6.416
6.403,least concern,61.739,two toed,Hoffman’s two toed sloth,1.287,3.822
5.373,least concern,63.196,two toed,Hoffman’s two toed sloth,4.418,5.22
6.474,least concern,62.69,two toed,Hoffman’s two toed sloth,1.945,5.788
6.393,least concern,62.77,two toed,Hoffman’s two toed sloth,4.492,6.434
6.292,least concern,62.629,two toed,Hoffman’s two toed sloth,2.848,6.529
4.377,least concern,63.684,two toed,Hoffman’s two toed sloth,2.756,5.393
6.738,least concern,63.993,two toed,Hoffman’s two toed sloth,3.144,6.564
5.363,least concern,64.634,two toed,Hoffman’s two toed sloth,0.462,4.117
6.834,least concern,64.109,two toed,Hoffman’s two toed sloth,2.544,4.73
6.683,least concern,63.856,two toed,Hoffman’s two toed sloth,1.285,5.106
4.425,least concern,62.702,two toed,Hoffman’s two toed sloth,2.456,6.724
5.677,least concern,62.465,two toed,Hoffman’s two toed sloth,1.522,5.75
5.716,least concern,62.409,two toed,Hoffman’s two toed sloth,4.014,5.647
5.579,least concern,63.089,two toed,Hoffman’s two toed sloth,1.977,7.365
7.328,least concern,61.694,two toed,Hoffman’s two toed sloth,2.279,6.927
5.479,least concern,63.023,two toed,Hoffman’s two toed sloth,2.75,4.931
4.23,least concern,62.967,two toed,Hoffman’s two toed sloth,3.369,6.108
6.14,least concern,63.275,two toed,Hoffman’s two toed sloth,1.839,6.057
4.761,least concern,61.406,two toed,Hoffman’s two toed sloth,1.912,6.866
7.015,least concern,62.948,two toed,Hoffman’s two toed sloth,1.533,5.642
5.983,least concern,63.732,two toed,Hoffman’s two toed sloth,1.361,6.481
4.874,least concern,62.868,two toed,Hoffman’s two toed sloth,1.307,6.26
5.435,least concern,63.051,two toed,Hoffman’s two toed sloth,2.355,6.821
6.126,least concern,62.314,two toed,Hoffman’s two toed sloth,0.744,5.424
5.377,least concern,62.019,two toed,Hoffman’s two toed sloth,2.178,6.172
4.161,least concern,63.71,two toed,Hoffman’s two toed sloth,3.167,5.168
4.404,least concern,64.597,two toed,Hoffman’s two toed sloth,2.989,5.76
5.134,least concern,63.757,two toed,Hoffman’s two toed sloth,2.248,3.42
4.983,least concern,62.43,two toed,Hoffman’s two toed sloth,2.89,6.055
4.943,least concern,61.448,two toed,Hoffman’s two toed sloth,2.653,5.038
5.473,least concern,63.022,two toed,Hoffman’s two toed sloth,2.385,5.38
4.718,least concern,65.738,two toed,Hoffman’s two toed sloth,2.423,4.866
5.408,least concern,63.155,two toed,Hoffman’s two toed sloth,2.728,4.775
6.934,least concern,63.208,two toed,Hoffman’s two toed sloth,2.279,5.546
7.535,least concern,63.209,two toed,Hoffman’s two toed sloth,2.4,4.808
5.727,least concern,63.22,two toed,Hoffman’s two toed sloth,0.693,4.987
6.146,least concern,61.991,two toed,Hoffman’s two toed sloth,1.523,3.695
4.059,least concern,64.728,two toed,Hoffman’s two toed sloth,2.643,6.135
5.555,least concern,63.692,two toed,Hoffman’s two toed sloth,3.474,8.18
5.684,least concern,62.156,two toed,Hoffman’s two toed sloth,1.013,4.95
4.147,least concern,61.441,two toed,Hoffman’s two toed sloth,2.988,6.602
4.103,least concern,61.929,two toed,Hoffman’s two toed sloth,0.923,3.532
5.705,least concern,62.865,two toed,Hoffman’s two toed sloth,3.157,7.162
5.617,least concern,63.042,two toed,Hoffman’s two toed sloth,3.042,5.357
5.955,least concern,61.227,two toed,Hoffman’s two toed sloth,0.558,4.648
4.654,least concern,62.685,two toed,Hoffman’s two toed sloth,3.522,5.853
7.525,least concern,63.203,two toed,Hoffman’s two toed sloth,4.351,5.886
7.434,least concern,62.991,two toed,Hoffman’s two toed sloth,1.791,7.166
5.362,least concern,63.559,two toed,Hoffman’s two toed sloth,4.807,7.493
3.625,least concern,62.316,two toed,Hoffman’s two toed sloth,3.83,4.797
6.593,least concern,63.405,two toed,Hoffman’s two toed sloth,0.51,6.559
5.388,least concern,63.35,two toed,Hoffman’s two toed sloth,1.274,5.54
3.495,least concern,64.455,two toed,Hoffman’s two toed sloth,1.146,5.047
4.21,least concern,63.645,two toed,Hoffman’s two toed sloth,3.268,5.654
6.063,least concern,62.307,two toed,Hoffman’s two toed sloth,2.48,4.162
4.626,least concern,62.043,two toed,Hoffman’s two toed sloth,1.74,5.77
6.29,least concern,63.474,two toed,Hoffman’s two toed sloth,1.98,5.546
5.478,least concern,61.329,two toed,Hoffman’s two toed sloth,3.14,5.417
6.628,least concern,64.34,two toed,Hoffman’s two toed sloth,4.072,5.591
5.931,least concern,63.397,two toed,Hoffman’s two toed sloth,2.524,6.085
6.549,least concern,62.656,two toed,Hoffman’s two toed sloth,1.465,4.479
6.783,least concern,63.675,two toed,Hoffman’s two toed sloth,1.66,4.417
4.749,least concern,62.596,two toed,Hoffman’s two toed sloth,2.071,4.919
5.596,least concern,63.518,two toed,Hoffman’s two toed sloth,2.633,5.314
4.231,least concern,63.044,two toed,Hoffman’s two toed sloth,1.396,4.447
6.431,least concern,63.959,two toed,Hoffman’s two toed sloth,1.958,6.044
5.669,least concern,63.98,two toed,Hoffman’s two toed sloth,1.491,4.764
5.824,least concern,63.097,two toed,Hoffman’s two toed sloth,3.513,5.722
6.529,least concern,62.478,two toed,Hoffman’s two toed sloth,2.975,4.014
4.735,least concern,61.712,two toed,Hoffman’s two toed sloth,2.138,6.138
5.993,least concern,62.784,two toed,Hoffman’s two toed sloth,3.21,6.25
4.54,least concern,61.706,two toed,Hoffman’s two toed sloth,2.229,6.772
5.229,least concern,62.095,two toed,Hoffman’s two toed sloth,1.761,5.536
6.36,least concern,61.706,two toed,Hoffman’s two toed sloth,0.728,6.723
5.016,least concern,62.784,two toed,Hoffman’s two toed sloth,0.98,4.189
7.604,least concern,63.822,two toed,Hoffman’s two toed sloth,1.137,6.198
4.839,least concern,61.791,two toed,Hoffman’s two toed sloth,2.106,6.52
5.239,least concern,64.092,two toed,Hoffman’s two toed sloth,2.006,3.89
5.666,least concern,62.783,two toed,Hoffman’s two toed sloth,2.795,4.741
5.846,least concern,61.738,two toed,Hoffman’s two toed sloth,2.326,6.21
5.66,least concern,62.632,two toed,Hoffman’s two toed sloth,2.215,5.836
6.118,least concern,62.419,two toed,Hoffman’s two toed sloth,0.284,4.034
5.406,least concern,63.377,two toed,Hoffman’s two toed sloth,2.552,6.21
4.432,least concern,62.375,two toed,Hoffman’s two toed sloth,2.146,6.976
6.858,least concern,61.865,two toed,Hoffman’s two toed sloth,1.59,4.184
6.258,least concern,63.334,two toed,Hoffman’s two toed sloth,2.204,6.916
5.864,least concern,62.52,two toed,Hoffman’s two toed sloth,2.801,4.491
5.967,least concern,65.579,two toed,Hoffman’s two toed sloth,0.55,6.53
4.707,least concern,63.445,two toed,Hoffman’s two toed sloth,1.753,4.495
5.008,least concern,63.187,two toed,Hoffman’s two toed sloth,3.148,4.862
6.379,least concern,61.899,two toed,Hoffman’s two toed sloth,2.019,5.646
5.322,least concern,63.732,two toed,Hoffman’s two toed sloth,2.467,6.089
6.312,least concern,62.777,two toed,Hoffman’s two toed sloth,1.177,7.392
4.355,least concern,62.629,two toed,Hoffman’s two toed sloth,3.707,5.344
6.055,least concern,62.886,two toed,Hoffman’s two toed sloth,1.861,4.855
4.497,least concern,63.128,two toed,Hoffman’s two toed sloth,3.064,7.037
4.12,least concern,62.313,two toed,Hoffman’s two toed sloth,3.49,5.826
5.517,least concern,63.141,two toed,Hoffman’s two toed sloth,3.117,7.019
5.458,least concern,62.786,two toed,Hoffman’s two toed sloth,1.248,6.096
5.547,least concern,63.872,two toed,Hoffman’s two toed sloth,2.199,4.137
6.083,least concern,61.01,two toed,Hoffman’s two toed sloth,2.171,6.365
3.909,least concern,62.162,two toed,Hoffman’s two toed sloth,5.201,4.648
4.218,least concern,63.324,two toed,Hoffman’s two toed sloth,2.215,6.155
5.061,least concern,61.561,two toed,Hoffman’s two toed sloth,2.931,5.75
6.973,least concern,62.634,two toed,Hoffman’s two toed sloth,0.472,5.793
6.102,least concern,63.725,two toed,Hoffman’s two toed sloth,2.286,4.006
6.31,least concern,61.734,two toed,Hoffman’s two toed sloth,2.01,4.224
7.078,least concern,66.294,two toed,Hoffman’s two toed sloth,1.219,6.4
6.871,least concern,62.789,two toed,Hoffman’s two toed sloth,3.38,5.502
5.193,least concern,64.31,two toed,Hoffman’s two toed sloth,0.468,5.589
5.768,least concern,63.69,two toed,Hoffman’s two toed sloth,1.744,4.91
6.462,least concern,62.05,two toed,Hoffman’s two toed sloth,5.087,6.3
5.886,least concern,63.121,two toed,Hoffman’s two toed sloth,3.166,4.929
4.556,least concern,63.92,two toed,Hoffman’s two toed sloth,3.706,5.646
4.592,least concern,62.137,two toed,Hoffman’s two toed sloth,3.347,6.826
5.7,least concern,63.144,two toed,Hoffman’s two toed sloth,2.581,7.113
4.384,least concern,62.482,two toed,Hoffman’s two toed sloth,2.59,5.36
5.32,least concern,62.669,two toed,Hoffman’s two toed sloth,1.975,6.177
6.671,least concern,64.028,two toed,Hoffman’s two toed sloth,5.032,4.817
6.877,least concern,62.859,two toed,Hoffman’s two toed sloth,1.798,5.705
4.531,least concern,63.76,two toed,Hoffman’s two toed sloth,1.444,6.413
3.262,least concern,62.531,two toed,Hoffman’s two toed sloth,2.238,4.891
5.533,least concern,64.103,two toed,Hoffman’s two toed sloth,2.067,3.196
3.747,least concern,67.27,two toed,Hoffman’s two toed sloth,1.16,4.059
4.548,least concern,64.847,two toed,Hoffman’s two toed sloth,0.966,5.232
5.708,least concern,63.307,two toed,Hoffman’s two toed sloth,2.497,5.848
3.927,least concern,62.228,two toed,Hoffman’s two toed sloth,2.259,5.813
5.59,least concern,62.195,two toed,Hoffman’s two toed sloth,2.902,7.65
6.171,least concern,63.305,two toed,Hoffman’s two toed sloth,3.427,4.74
4.027,least concern,62.076,two toed,Hoffman’s two toed sloth,1.778,5.759
6.648,least concern,63.188,two toed,Hoffman’s two toed sloth,2.902,5.951
5.466,least concern,63.2,two toed,Hoffman’s two toed sloth,0.975,5.049
5.664,least concern,62.306,two toed,Hoffman’s two toed sloth,1.514,7.585
5.06,least concern,62.856,two toed,Hoffman’s two toed sloth,1.944,5.208
5.241,least concern,63.525,two toed,Hoffman’s two toed sloth,3.231,5.556
5.061,least concern,61.728,two toed,Hoffman’s two toed sloth,3.127,6.578
6.31,least concern,62.649,two toed,Hoffman’s two toed sloth,2.516,5.441
5.547,least concern,63.669,two toed,Hoffman’s two toed sloth,1.976,5.485
4.304,least concern,63.577,two toed,Hoffman’s two toed sloth,3.349,5.244
6.429,least concern,62.244,two toed,Hoffman’s two toed sloth,1.258,5.289
4.918,least concern,64.211,two toed,Hoffman’s two toed sloth,3.638,4.478
6.119,least concern,62.091,two toed,Hoffman’s two toed sloth,3.098,5.45
5.235,least concern,64.424,two toed,Hoffman’s two toed sloth,0.822,4.613
6.177,least concern,64.23,two toed,Hoffman’s two toed sloth,2.965,5.821
5.444,least concern,61.455,two toed,Hoffman’s two toed sloth,4.548,5.631
5.881,least concern,63.341,two toed,Hoffman’s two toed sloth,1.494,6.131
5.247,least concern,64.334,two toed,Hoffman’s two toed sloth,1.399,5.793
4.431,least concern,61.472,two toed,Hoffman’s two toed sloth,1.564,3.476
6.008,least concern,64.656,two toed,Hoffman’s two toed sloth,1.522,6.662
4.67,least concern,64.15,two toed,Hoffman’s two toed sloth,2.219,5.65
4.159,least concern,65.055,two toed,Hoffman’s two toed sloth,3.689,6.562
5.736,least concern,64.63,two toed,Hoffman’s two toed sloth,3.745,6.129
